,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
374,FF,2024-04-19,96.1,-1.32,6.06,"Henderson, Gunnar",683002,669422,,ball,,,,,11,Gunnar Henderson flies out to right fielder Hunter Renfroe.,R,L,R,KC,BAL,B,,,0,1,2024,-0.94,1.59,-1.27,2.84,,,602104.0,0,9,Top,,,,,521692,,,2.294068737033345,-139.87611014132003,-6.555586091884599,-12.85983516495495,32.122161233166906,-10.057067511355609,3.84,1.74,,,,96.5,2149,6.5,746325,669422,521692,686469,686681,672580,677951,669004,664728,592669,53.98,,,,,,,,74,2,4-Seam Fastball,9,4,4,9,4,9,4,9,Infield shade,Standard,207,0.0,0.073,,
375,FS,2024-04-19,85.9,-1.52,5.84,"Henderson, Gunnar",683002,669422,,swinging_strike,,,,,13,Gunnar Henderson flies out to right fielder Hunter Renfroe.,R,L,R,KC,BAL,S,,,0,0,2024,-0.11,0.37,-0.01,1.38,,,602104.0,0,9,Top,,,,,521692,,,3.836454646296403,-125.07412502677016,-5.174726365495146,-1.8593179890316769,23.054754121010767,-27.45315489279108,3.71,1.78,,,,87.1,1279,6.8,746325,669422,521692,686469,686681,672580,677951,669004,664728,592669,53.69,,,,,,,,74,1,Split-Finger,9,4,4,9,4,9,4,9,Infield shade,Standard,218,0.0,-0.081,70.36091984931087,8.7884
376,CU,2024-04-19,84.2,-1.99,5.95,"Henderson, Gunnar",683002,679525,hit_by_pitch,hit_by_pitch,,,,,14,Gunnar Henderson hit by pitch.,R,L,R,KC,BAL,B,,,1,2,2024,0.5,-0.68,2.41,1.05,,,,0,1,Top,,,,,521692,,,9.175339833634585,-122.23129885327954,-3.5467172961352578,2.9763326683450098,26.826721973788175,-38.3460696951369,3.71,1.78,,,,83.4,2810,6.2,746325,679525,521692,686469,686681,672580,677951,669004,664728,592669,54.32,,0.728052,0.7,1.0,0.0,0.0,,1,4,Curveball,0,0,0,0,0,0,0,0,Strategic,Standard,32,-0.036,0.482,,
377,FF,2024-04-19,95.1,-2.23,5.74,"Henderson, Gunnar",683002,679525,,ball,,,,,14,Gunnar Henderson hit by pitch.,R,L,R,KC,BAL,B,,,0,2,2024,-1.12,1.23,0.16,1.39,,,,0,1,Top,,,,,521692,,,8.734225776932746,-137.97642844866024,-8.453288671937598,-16.22700455311427,29.951405308672967,-14.731457693264945,3.82,1.8,,,,94.7,2545,6.2,746325,679525,521692,686469,686681,672580,677951,669004,664728,592669,54.34,,,,,,,,1,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,218,0.0,0.02,,
378,CU,2024-04-19,83.4,-2.08,5.97,"Henderson, Gunnar",683002,679525,,foul,,,,,4,Gunnar Henderson hit by pitch.,R,L,R,KC,BAL,S,,,0,1,2024,0.42,-0.65,-0.79,2.72,,,,0,1,Top,,,,,521692,,,2.134134033392385,-121.4242673245516,0.2711802208494265,3.72922609308154,24.62364898434593,-38.90403997192608,3.71,1.78,278.0,91.6,41.0,82.9,2711,6.0,746325,679525,521692,686469,686681,672580,677951,669004,664728,592669,54.49,,,,,,,,1,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,34,0.0,-0.049,75.46601359899945,6.76249
379,FF,2024-04-19,95.3,-2.33,5.76,"Henderson, Gunnar",683002,679525,,called_strike,,,,,8,Gunnar Henderson hit by pitch.,R,L,R,KC,BAL,S,,,0,0,2024,-0.65,1.5,-0.04,2.03,,,,0,1,Top,,,,,521692,,,7.452003853471543,-138.42634113698742,-7.510586104229273,-9.975145656154268,30.829542306911105,-11.365228359455362,3.83,1.84,,,,95.0,2587,6.2,746325,679525,521692,686469,686681,672580,677951,669004,664728,592669,54.31,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,215,0.0,-0.035,,
380,FF,2024-04-17,95.7,-1.93,5.47,"Henderson, Gunnar",683002,641154,strikeout,swinging_strike,,,,,12,Gunnar Henderson strikes out swinging.,R,L,R,BAL,MIN,S,2.0,,0,2,2024,-0.58,1.39,0.03,4.01,,,,1,6,Bot,,,,,680777,,,6.561984988708547,-139.0742095235367,-1.3111592955239315,-9.155955651021053,35.24287934903444,-14.16989744313068,3.69,1.76,,,,96.3,2307,7.0,747049,641154,680777,669304,666397,571657,650489,663616,668885,666135,53.52,,0.0,0.0,1.0,0.0,0.0,,41,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shade,Standard,215,-0.015,-0.102,68.51261529563608,5.77233
381,CU,2024-04-17,81.4,-1.66,5.8,"Henderson, Gunnar",683002,641154,,swinging_strike,,,,,13,Gunnar Henderson strikes out swinging.,R,L,R,BAL,MIN,S,,,0,1,2024,0.35,-1.15,-0.89,1.88,,,,1,6,Bot,,,,,680777,,,1.060302263235008,-118.36599209368312,0.1718568731372629,2.9760649064490377,27.057987849250527,-43.12859539226903,3.69,1.76,,,,81.7,2692,7.0,747049,641154,680777,669304,666397,571657,650489,663616,668885,666135,53.54,,,,,,,,41,2,Curveball,1,0,1,0,0,1,1,0,Infield shade,Standard,37,0.0,-0.034,70.40062038525011,8.58775
382,CH,2024-04-17,88.9,-1.95,5.53,"Henderson, Gunnar",683002,641154,,swinging_strike,,,,,7,Gunnar Henderson strikes out swinging.,R,L,R,BAL,MIN,S,,,0,0,2024,-1.64,0.56,-0.6,2.1,,,,1,6,Bot,,,,,680777,,,6.836985949626094,-129.2556156133837,-3.514539155479272,-19.7940897670042,29.42865700713797,-25.381210030120403,3.69,1.76,,,,89.8,2178,7.1,747049,641154,680777,669304,666397,571657,650489,663616,668885,666135,53.42,,,,,,,,41,1,Changeup,1,0,1,0,0,1,1,0,Infield shade,Standard,226,0.0,-0.023,71.92302293119342,8.2092
383,FF,2024-04-17,95.4,-2.11,5.49,"Henderson, Gunnar",683002,641154,strikeout,swinging_strike,,,,,11,Gunnar Henderson strikes out swinging.,R,L,R,BAL,MIN,S,2.0,,2,2,2024,-0.57,1.2,-0.54,3.96,,,676059.0,1,3,Bot,,,,,680777,,,5.483430258195751,-138.89388568266077,-1.1053204775122685,-8.595314223985646,31.07774479737309,-16.59856410962385,3.69,1.76,,,,96.7,2310,7.0,747049,641154,680777,669304,666397,571657,650489,663616,668885,666135,53.49,,0.0,0.0,1.0,0.0,0.0,,20,5,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shade,Standard,208,-0.025,-0.255,69.52991579290732,5.72032
384,FF,2024-04-17,96.4,-2.08,5.51,"Henderson, Gunnar",683002,641154,,foul,,,,,4,Gunnar Henderson strikes out swinging.,R,L,R,BAL,MIN,S,,,2,1,2024,-0.77,1.32,-0.47,2.49,,,676059.0,1,3,Bot,,,,,680777,,,6.1155775168716255,-140.24184982899416,-5.522704597777329,-11.567474185006471,32.36884130915655,-13.720952575452191,3.69,1.76,279.0,95.7,23.0,97.6,2317,7.0,747049,641154,680777,669304,666397,571657,650489,663616,668885,666135,53.47,,,,,,,,20,4,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shade,Standard,216,0.0,-0.068,73.13272959486609,6.38119
385,CH,2024-04-17,89.0,-2.07,5.54,"Henderson, Gunnar",683002,641154,,called_strike,,,,,7,Gunnar Henderson strikes out swinging.,R,L,R,BAL,MIN,S,,,2,0,2024,-1.41,0.56,-0.31,1.73,,,676059.0,1,3,Bot,,,,,680777,,,7.386004463411661,-129.31776510158988,-4.483549802429425,-17.352713221693627,28.89820856281404,-25.08764994723592,3.79,1.72,,,,89.8,2158,7.0,747049,641154,680777,669304,666397,571657,650489,663616,668885,666135,53.46,,,,,,,,20,3,Changeup,1,0,1,0,0,1,1,0,Infield shade,Standard,230,0.0,-0.086,,
386,CH,2024-04-17,89.6,-2.07,5.57,"Henderson, Gunnar",683002,641154,,ball,,,,,14,Gunnar Henderson strikes out swinging.,R,L,R,BAL,MIN,B,,,1,0,2024,-1.48,0.59,0.27,1.35,,,676059.0,1,3,Bot,,,,,680777,,,9.036584466251233,-130.0908296304357,-5.715801234388517,-18.71202260002466,27.64247520277612,-24.403660148281045,3.78,1.84,,,,90.6,2167,7.0,747049,641154,680777,669304,666397,571657,650489,663616,668885,666135,53.45,,,,,,,,20,2,Changeup,1,0,1,0,0,1,1,0,Infield shade,Standard,240,0.0,0.077,,
387,CU,2024-04-17,82.3,-1.63,5.87,"Henderson, Gunnar",683002,641154,,blocked_ball,,,,,14,Gunnar Henderson strikes out swinging.,R,L,R,BAL,MIN,B,,,0,0,2024,0.38,-0.86,0.53,0.52,,,676059.0,1,3,Bot,,,,,680777,,,4.214195848971505,-119.65461689120076,-3.8230929622646954,2.589694085047405,28.482424597526176,-39.60528024950958,3.82,1.85,,,,82.6,2596,7.1,747049,641154,680777,669304,666397,571657,650489,663616,668885,666135,53.43,,,,,,,,20,1,Curveball,1,0,1,0,0,1,1,0,Infield shade,Standard,32,0.0,0.042,,
388,FF,2024-04-17,98.0,-1.88,5.42,"Henderson, Gunnar",683002,592779,single,hit_into_play,,,,,8,Gunnar Henderson singles on a sharp line drive to center fielder Austin Martin.,R,L,R,BAL,MIN,X,8.0,line_drive,0,0,2024,-0.83,1.17,-0.02,2.21,,,,1,8,Bot,132.62,82.78,,,680777,,,6.926759895712669,-142.513964029777,-5.863333426268318,-12.953372631276142,33.74642115577091,-15.043659139392648,3.69,1.76,232.0,103.3,10.0,97.8,2512,6.3,747049,592779,680777,669304,666397,571657,650489,622534,668885,666135,54.23,0.814,0.803,0.9,1.0,1.0,0.0,4.0,60,1,4-Seam Fastball,2,2,2,2,2,2,2,2,Infield shade,Standard,222,0.047,0.26,77.15602473058591,7.44752
389,FF,2024-04-17,94.9,-1.86,5.59,"Henderson, Gunnar",683002,641154,home_run,hit_into_play,,,,,5,Gunnar Henderson homers (6) on a fly ball to right center field.,R,L,R,BAL,MIN,X,,fly_ball,1,2,2024,-0.82,1.03,0.09,2.64,,,,0,1,Bot,175.61,38.12,,,680777,,,7.014666799017006,-138.1070724483215,-4.441278027518202,-12.027724861262303,28.41449095804468,-18.229741642180155,3.69,1.76,416.0,108.1,23.0,96.2,2336,6.9,747049,641154,680777,669304,666397,571657,650489,663616,668885,666135,53.62,0.966,1.836,2.0,1.0,0.0,3.0,6.0,4,5,4-Seam Fastball,0,0,0,0,0,1,1,0,Infield shade,Standard,215,0.102,1.065,77.0768731249421,6.91068
390,CU,2024-04-17,83.1,-1.55,5.9,"Henderson, Gunnar",683002,641154,,foul,,,,,8,Gunnar Henderson homers (6) on a fly ball to right center field.,R,L,R,BAL,MIN,S,,,1,2,2024,0.69,-0.6,0.04,2.05,,,,0,1,Bot,,,,,680777,,,2.306925768443974,-121.12836568272454,-1.234067566796077,6.385674974797257,23.19901892258209,-38.03688065946199,3.69,1.76,,,,84.2,2549,6.9,747049,641154,680777,669304,666397,571657,650489,663616,668885,666135,53.6,,,,,,,,4,4,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,38,0.0,0.0,78.47417352833139,7.90528
391,FF,2024-04-17,93.8,-1.85,5.66,"Henderson, Gunnar",683002,641154,,foul,,,,,3,Gunnar Henderson homers (6) on a fly ball to right center field.,R,L,R,BAL,MIN,S,,,1,1,2024,-0.3,1.4,0.33,3.35,,,,0,1,Bot,,,,,680777,,,6.366695146661843,-136.4459813421818,-3.3877412239386357,-5.099933053030782,29.409766267399046,-14.071157086669324,3.69,1.76,193.0,79.9,68.0,94.9,2286,6.9,747049,641154,680777,669304,666397,571657,650489,663616,668885,666135,53.62,,,,,,,,4,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,214,0.0,-0.052,74.99398202416674,6.76774
392,FF,2024-04-17,95.5,-1.88,5.71,"Henderson, Gunnar",683002,641154,,ball,,,,,11,Gunnar Henderson homers (6) on a fly ball to right center field.,R,L,R,BAL,MIN,B,,,0,1,2024,-0.27,1.28,-0.4,4.9,,,,0,1,Bot,,,,,680777,,,4.558426435510846,-139.09642946774954,0.5871644290512887,-4.432145890699541,29.85499170671949,-15.806164174406916,3.76,1.74,,,,96.8,2332,6.9,747049,641154,680777,669304,666397,571657,650489,663616,668885,666135,53.6,,,,,,,,4,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,215,0.0,0.023,,
393,FF,2024-04-17,94.3,-2.04,5.62,"Henderson, Gunnar",683002,641154,,foul,,,,,4,Gunnar Henderson homers (6) on a fly ball to right center field.,R,L,R,BAL,MIN,S,,,0,0,2024,-0.44,1.26,-0.44,2.65,,,,0,1,Bot,,,,,680777,,,5.225816782589417,-137.16442438139282,-4.889588016802478,-6.743077851184561,30.45128163113003,-15.328207626465396,3.69,1.76,,,,95.5,2314,7.0,747049,641154,680777,669304,666397,571657,650489,663616,668885,666135,53.47,,,,,,,,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,217,0.0,-0.035,75.39920500771746,6.98273
394,CU,2024-04-16,76.9,-2.43,6.27,"Henderson, Gunnar",683002,663978,field_out,hit_into_play,,,,,2,"Gunnar Henderson grounds out, shortstop Willi Castro to first baseman Alex Kirilloff.",R,L,R,BAL,MIN,X,6.0,ground_ball,0,0,2024,0.6,-0.88,-0.08,3.4,,,,2,5,Bot,132.4,145.51,,,543877,,,3.930797320185328,-111.81078473448682,2.5648021267657617,4.235264417696598,21.115603508810885,-40.23891300790622,3.69,1.78,47.0,90.6,-1.0,77.2,2067,6.7,747051,663978,543877,666135,666397,669304,650489,663616,621439,622534,53.82,0.306,0.322,0.0,1.0,0.0,0.0,2.0,46,1,Curveball,8,1,8,1,1,8,8,1,Infield shade,Standard,39,0.0,-0.093,75.5594850727569,6.5354
395,FF,2024-04-16,93.8,-2.41,6.25,"Henderson, Gunnar",683002,663978,single,hit_into_play,,,,,13,Gunnar Henderson singles on a ground ball to left fielder Trevor Larnach.   Jackson Holliday scores.    James McCann to 3rd.    Gunnar Henderson to 2nd.,R,L,R,BAL,MIN,X,7.0,ground_ball,2,2,2024,-1.16,1.43,-0.6,1.44,,702616.0,543510.0,2,3,Bot,102.36,122.7,,,543877,,,7.365271421366877,-136.0434532599215,-9.94519199008411,-16.096804371821793,31.20311979485128,-12.371445880757594,3.69,1.78,115.0,84.0,8.0,94.7,2292,7.1,747051,663978,543877,666135,666397,669304,650489,663616,621439,622534,53.43,0.417,0.406,0.9,1.0,1.0,0.0,4.0,28,5,4-Seam Fastball,6,0,6,0,0,7,7,0,Infield shade,Standard,213,0.017,1.001,74.2496036622849,7.86406
396,CH,2024-04-16,82.3,-2.97,5.96,"Henderson, Gunnar",683002,663978,,blocked_ball,,,,,13,Gunnar Henderson singles on a ground ball to left fielder Trevor Larnach.   Jackson Holliday scores.    James McCann to 3rd.    Gunnar Henderson to 2nd.,R,L,R,BAL,MIN,B,,,1,2,2024,-1.3,0.36,-0.57,0.28,,702616.0,543510.0,2,3,Bot,,,,,543877,,,8.039331058221892,-119.33709778407636,-7.025069331501242,-13.987139157210049,24.38846913140512,-27.506764709193472,3.74,1.81,,,,82.7,1882,6.9,747051,663978,543877,666135,666397,669304,650489,663616,621439,622534,53.6,,,,,,,,28,4,Changeup,6,0,6,0,0,6,6,0,Infield shade,Standard,252,0.0,0.013,,
397,CU,2024-04-16,77.9,-2.61,6.24,"Henderson, Gunnar",683002,663978,,foul,,,,,14,Gunnar Henderson singles on a ground ball to left fielder Trevor Larnach.   Jackson Holliday scores.    James McCann to 3rd.    Gunnar Henderson to 2nd.,R,L,R,BAL,MIN,S,,,1,1,2024,0.79,-1.09,0.92,2.11,,702616.0,543510.0,2,3,Bot,,,,,543877,,,6.170486616337592,-113.12690982046443,0.2107972622079654,5.30216639723493,24.776985215710155,-41.67702447909247,3.69,1.78,5.0,81.4,-26.0,77.7,2187,6.7,747051,663978,543877,666135,666397,669304,650489,663616,621439,622534,53.81,,,,,,,,28,3,Curveball,6,0,6,0,0,6,6,0,Strategic,Standard,33,0.0,-0.118,81.62703435264216,7.45003
398,FF,2024-04-16,94.5,-2.37,6.15,"Henderson, Gunnar",683002,663978,,called_strike,,,,,8,Gunnar Henderson singles on a ground ball to left fielder Trevor Larnach.   Jackson Holliday scores.    James McCann to 3rd.    Gunnar Henderson to 2nd.,R,L,R,BAL,MIN,S,,,1,0,2024,-1.17,1.37,-0.22,1.81,,702616.0,543510.0,2,3,Bot,,,,,543877,,,8.291819657304465,-137.07887595306002,-8.712279213269623,-16.64271525577725,33.04686654867758,-13.030384227711846,3.85,1.86,,,,95.2,2201,7.1,747051,663978,543877,666135,666397,669304,650489,663616,621439,622534,53.41,,,,,,,,28,2,4-Seam Fastball,6,0,6,0,0,6,6,0,Infield shade,Standard,212,0.0,-0.046,,
399,FF,2024-04-16,93.5,-2.34,6.28,"Henderson, Gunnar",683002,663978,,ball,,,,,12,Gunnar Henderson singles on a ground ball to left fielder Trevor Larnach.   Jackson Holliday scores.    James McCann to 3rd.    Gunnar Henderson to 2nd.,R,L,R,BAL,MIN,B,,,0,0,2024,-1.1,1.29,0.99,3.38,,702616.0,543510.0,2,3,Bot,,,,,543877,,,11.128886093426589,-135.56073248146842,-4.526871981910007,-16.06739773043955,32.28228142724317,-15.490694935023496,3.85,1.92,,,,94.1,2214,7.1,747051,663978,543877,666135,666397,669304,650489,663616,621439,622534,53.44,,,,,,,,28,1,4-Seam Fastball,6,0,6,0,0,6,6,0,Infield shade,Standard,208,0.0,0.023,,
400,SL,2024-04-16,89.3,-2.61,6.17,"Henderson, Gunnar",683002,663978,home_run,hit_into_play,,,,,9,Gunnar Henderson homers (5) on a fly ball to right field.    James McCann scores.,R,L,R,BAL,MIN,X,,fly_ball,0,0,2024,0.02,0.67,0.34,2.37,,543510.0,,2,2,Bot,215.05,76.49,,,543877,,,7.305100769771064,-129.80350643654245,-4.788218334248856,-1.3099266078521796,27.19550577548797,-23.776718574491184,3.69,1.78,373.0,103.8,23.0,90.3,2163,7.0,747051,663978,543877,666135,666397,669304,650489,663616,621439,622534,53.55,0.814,1.359,2.0,1.0,0.0,3.0,6.0,16,1,Slider,1,0,1,0,0,3,3,0,Strategic,Standard,200,0.163,1.77,77.47239629642831,7.77813
401,FF,2024-04-16,92.7,-2.27,5.6,"Henderson, Gunnar",683002,543351,strikeout,called_strike,,,,,13,Gunnar Henderson called out on strikes.,R,L,R,BAL,MIN,S,2.0,,3,2,2024,-1.0,1.19,-0.86,1.59,,676059.0,,2,7,Bot,,,,,543877,,,5.7786697488348775,-134.75183808715482,-7.036858077273344,-13.402130114270726,29.94063892772008,-16.29700504937653,3.69,1.71,,,,92.7,2265,6.4,747051,543351,543877,666135,666397,669304,650489,663616,621439,622534,54.1,,0.0,0.0,1.0,0.0,0.0,,63,6,4-Seam Fastball,9,2,9,2,2,9,9,2,Infield shade,Standard,220,0.0,-0.332,,
402,CH,2024-04-16,86.7,-2.38,5.68,"Henderson, Gunnar",683002,543351,,swinging_strike,,,,,14,Gunnar Henderson called out on strikes.,R,L,R,BAL,MIN,S,,,3,1,2024,-1.24,0.56,0.12,1.38,,676059.0,,2,7,Bot,,,,,543877,,,8.503891243853886,-125.96794464517104,-5.225273050703708,-14.960011679949686,24.84781860798647,-25.34110225558804,3.69,1.78,,,,86.8,1645,6.4,747051,543351,543877,666135,666397,669304,650489,663616,621439,622534,54.13,,,,,,,,63,5,Changeup,9,2,9,2,2,9,9,2,Strategic,Standard,227,0.0,-0.05,76.12353509721544,8.41946
403,CH,2024-04-16,86.6,-2.31,5.65,"Henderson, Gunnar",683002,543351,,blocked_ball,,,,,14,Gunnar Henderson called out on strikes.,R,L,R,BAL,MIN,B,,,2,1,2024,-1.14,0.54,0.37,0.71,,676059.0,,2,7,Bot,,,,,543877,,,8.731567299163299,-125.79324907191712,-6.688223345879597,-13.89044161771834,24.974354372316032,-25.28649144269998,3.69,1.79,,,,86.7,1810,6.4,747051,543351,543877,666135,666397,669304,650489,663616,621439,622534,54.1,,,,,,,,63,4,Changeup,9,2,9,2,2,9,9,2,Infield shade,Standard,224,0.0,0.042,,
404,SL,2024-04-16,84.8,-2.43,5.75,"Henderson, Gunnar",683002,543351,,foul,,,,,5,Gunnar Henderson called out on strikes.,R,L,R,BAL,MIN,S,,,2,0,2024,-0.26,0.74,0.01,2.83,,676059.0,,2,7,Bot,,,,,543877,,,6.225383559953939,-123.36752691514327,-1.96480440207637,-3.903782755382296,24.213757545508333,-24.45099377051651,3.69,1.78,154.0,79.3,74.0,84.7,2262,6.2,747051,543351,543877,666135,666397,669304,650489,663616,621439,622534,54.28,,,,,,,,63,3,Slider,9,2,9,2,2,9,9,2,Strategic,Standard,153,0.0,-0.001,72.46072305762607,7.52434
405,FF,2024-04-16,91.6,-2.39,5.65,"Henderson, Gunnar",683002,543351,,ball,,,,,11,Gunnar Henderson called out on strikes.,R,L,R,BAL,MIN,B,,,1,0,2024,-0.99,1.32,-0.94,3.94,,676059.0,,2,7,Bot,,,,,543877,,,5.800580939229712,-133.24589801560012,-1.279555266861708,-13.014397111007048,30.105317045158134,-16.43399285787157,3.69,1.76,,,,91.4,2308,6.3,747051,543351,543877,666135,666397,669304,650489,663616,621439,622534,54.18,,,,,,,,63,2,4-Seam Fastball,9,2,9,2,2,9,9,2,Infield shade,Standard,216,0.0,0.007,,
406,FF,2024-04-16,91.3,-2.39,5.69,"Henderson, Gunnar",683002,543351,,ball,,,,,11,Gunnar Henderson called out on strikes.,R,L,R,BAL,MIN,B,,,0,0,2024,-1.01,1.24,-1.36,3.05,,676059.0,,2,7,Bot,,,,,543877,,,4.758250477933421,-132.84843669622978,-3.3818285009199984,-12.967959022047188,29.90303717431206,-17.0368465352062,3.73,1.81,,,,91.1,2244,6.3,747051,543351,543877,666135,666397,669304,650489,663616,621439,622534,54.2,,,,,,,,63,1,4-Seam Fastball,9,2,9,2,2,9,9,2,Strategic,Standard,220,0.0,0.011,,
407,CU,2024-04-16,79.2,-2.44,6.27,"Henderson, Gunnar",683002,663978,single,hit_into_play,,,,,8,Gunnar Henderson singles on a ground ball to right fielder Manuel Margot.,R,L,R,BAL,MIN,X,9.0,ground_ball,0,2,2024,0.89,-1.17,0.14,2.24,,,,0,1,Bot,184.68,122.16,,,543877,,,3.99492959585026,-115.18212702223464,0.2318552849420483,7.077691635521055,23.25537557508266,-42.80055357815188,3.69,1.78,38.0,108.0,-2.0,79.4,2279,6.6,747051,663978,543877,666135,666397,669304,650489,663616,621439,622534,53.86,0.463,0.42,0.9,1.0,1.0,0.0,4.0,4,3,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,33,0.036,0.497,79.92980473635821,7.17793
408,SL,2024-04-16,89.3,-2.51,6.13,"Henderson, Gunnar",683002,663978,,swinging_strike,,,,,9,Gunnar Henderson singles on a ground ball to right fielder Manuel Margot.,R,L,R,BAL,MIN,S,,,0,1,2024,0.3,0.74,0.79,2.0,,,,0,1,Bot,,,,,543877,,,7.572684189686522,-129.84177801032666,-5.77625121790746,1.9058679168410024,25.01961971379239,-22.84669929365185,3.69,1.78,,,,90.6,2041,6.9,747051,663978,543877,666135,666397,669304,650489,663616,621439,622534,53.57,,,,,,,,4,2,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,196,0.0,-0.049,77.81830746295395,7.76023
409,CH,2024-04-16,82.0,-2.76,5.96,"Henderson, Gunnar",683002,663978,,foul,,,,,13,Gunnar Henderson singles on a ground ball to right fielder Manuel Margot.,R,L,R,BAL,MIN,S,,,0,0,2024,-1.14,0.27,-0.1,1.45,,,,0,1,Bot,,,,,543877,,,8.365112071135261,-119.08099528967,-4.121665224906163,-12.56748989878772,24.998982972349573,-28.97672907619368,3.69,1.78,5.0,56.8,-18.0,82.8,1805,7.1,747051,663978,543877,666135,666397,669304,650489,663616,621439,622534,53.37,,,,,,,,4,1,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,252,0.0,-0.035,75.44790463381237,8.47637
410,FF,2024-04-15,96.4,-1.57,5.36,"Henderson, Gunnar",683002,686973,field_out,hit_into_play,,,,,8,"Gunnar Henderson grounds out, shortstop Kyle Farmer to first baseman Carlos Santana.",R,L,R,BAL,MIN,X,6.0,ground_ball,1,1,2024,-0.68,1.28,-0.17,2.02,,,,1,4,Bot,125.07,141.86,,,680777,,,5.341171836888417,-140.1861434245359,-6.268471450631681,-10.120818366243256,31.28295919107049,-14.107744088728827,3.69,1.78,57.0,110.0,1.0,97.6,2243,7.0,747053,686973,680777,467793,666397,669304,571657,668885,621439,622534,53.54,0.594,0.573,0.0,1.0,0.0,0.0,4.0,35,3,4-Seam Fastball,4,2,4,2,2,4,4,2,Infield shade,Standard,219,-0.011,-0.158,77.81587356880367,7.40212
411,FC,2024-04-15,91.6,-1.48,5.5,"Henderson, Gunnar",683002,686973,,ball,,,,,14,"Gunnar Henderson grounds out, shortstop Kyle Farmer to first baseman Carlos Santana.",R,L,R,BAL,MIN,B,,,0,1,2024,0.33,0.59,0.12,1.15,,,,1,4,Bot,,,,,680777,,,3.3574544996605926,-133.3782235593926,-6.501230512549722,3.3020372721293443,26.1281078915524,-23.938155432429514,3.7,1.71,,,,92.7,2570,6.7,747053,686973,680777,467793,666397,669304,571657,668885,621439,622534,53.79,,,,,,,,35,2,Cutter,4,2,4,2,2,4,4,2,Infield shade,Standard,181,0.0,0.023,,
412,FF,2024-04-15,96.2,-1.61,5.39,"Henderson, Gunnar",683002,686973,,foul,,,,,4,"Gunnar Henderson grounds out, shortstop Kyle Farmer to first baseman Carlos Santana.",R,L,R,BAL,MIN,S,,,0,0,2024,-0.56,1.36,-0.6,2.8,,,,1,4,Bot,,,,,680777,,,3.995729577771513,-139.9650780013971,-4.439318509070133,-8.255174220311885,32.4441155110137,-13.459940345136191,3.69,1.78,233.0,76.3,28.0,97.5,2126,7.1,747053,686973,680777,467793,666397,669304,571657,668885,621439,622534,53.42,,,,,,,,35,1,4-Seam Fastball,4,2,4,2,2,4,4,2,Infield shade,Standard,220,0.0,-0.023,78.06784427294198,7.18685
413,FC,2024-04-15,90.6,-1.61,5.94,"Henderson, Gunnar",683002,621199,walk,ball,,,,,12,Gunnar Henderson walks.,R,L,R,BAL,MIN,B,,,3,0,2024,0.17,0.7,1.06,2.8,,,,2,8,Bot,,,,,680777,,,6.362352860095657,-131.86273816384906,-3.46793332621601,0.7221175604271651,27.131953767110904,-23.507405079039625,3.66,1.64,,,,91.6,2430,6.8,747053,621199,680777,467793,666397,669304,650489,668885,621439,666135,53.71,,0.696232,0.7,1.0,0.0,0.0,,70,4,Cutter,7,4,7,4,4,7,7,4,Infield shade,Standard,192,0.002,0.051,,
